age,area,atmDistance,balconies,childrenPlayArea,clubHouse,garden,gym,hospitalDistance,joggingTrack,lift,powerBackup,price,restrauntDistance,schoolDistance,security,shoppingDistance,sportsFacility,status,swimmingPool
0,2100,0.33149071073570724,1,0,1,0,1,0.31896957631795936,0,0,0,8000000,0.3690982541018343,0.3369057926189307,0,0.31583746921300443,0,0,0
0,1850,0.3257850884517058,0,0,0,0,0,0.29156558652642894,0,0,0,5000000,0.32379678344030965,0.29298949290082316,0,0.3073364084635751,0,1,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
5,2500,0,0,0,0,0,0,0.4517976052557718,0,0,0,5500000,0,0.3464820539641059,0,0.7111156939855209,0,1,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,2100,0.33422882457732356,1,0,1,0,1,0.36468604109422487,0,0,0,8000000,0.3131970877850164,0.362592057557795,0,0.37252065939491136,0,0,0
0,1650,0,1,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3130000,0,0,0,0,0,0,0
0,1000,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,1650,0,1,0,0,0,0,0,0,0,0,5390000,0,0,0,0,0,0,0
0,10000,0.3181339787179751,0,0,0,0,0,0.33507885086877126,0,0,0,9900000,0.2917885563552003,0.32025735615476325,0,0.2544713951434431,0,2,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5219000,0,0,0,0,0,0,0
0,1230,0,0,0,0,0,0,0,0,0,0,3750000,0,0,0,0,0,0,0
0,2100,0.722318816640225,1,0,0,0,0,0.6759544249247429,0,0,0,8000000,0.728412236051722,0.7159551477696197,0,0.7545290675979964,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,4250000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,7622,0,0,0,0,0,0,0.3071564670612094,0,0,0,1000000,0.194237519245209,0.32760225385706565,0,0.2931789473966337,0,2,0
0,2100,0.2513470590753255,1,0,1,0,1,0.24733014715207646,0,0,0,8000000,0.2619273793726538,0.29774225260124654,0,0.260535458595215,0,0,0
0,2100,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,8000000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
0,10000,0.6449469263442871,0,0,0,0,0,0.5064053724554941,0,0,0,40000000,0.5211046175495839,0.41223232190808523,0,0.5299772931547271,0,2,0
0,2100,0.6137641779088492,1,0,1,0,1,0.6456298691406334,0,0,0,8000000,0.6242365922516401,0.6483687216857055,0,0.6504553768207366,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,15069,0.32471002693930523,0,0,0,0,0,0.3599107618227451,0,0,0,10875000,0.3149458715650308,0.3265683813606539,0,0.26503665740691357,0,2,0
0,2100,1.8220819003874686,1,0,1,0,1,0.3879359226606149,0,0,0,8000000,3.017106942980788,0.3004394788983867,0,0.5858793598292535,0,0,0
0,1500,0.46311476032272336,0,0,0,0,0,0.4234416919495023,0,0,0,5900000,0.4568792455685464,0.5013432190146799,0,0.43986435909343835,0,1,0
0,1600,0.3181339787179751,1,0,0,0,1,0.33507885086877126,0,0,0,9500000,0.2917885563552003,0.32025735615476325,0,0.2544713951434431,0,0,0
1,1369,0,0,0,0,0,0,0,0,0,0,4700000,0,0,0,0,0,1,0
0,2100,0.33121544801251684,0,0,0,0,0,0.37868547396723345,0,0,0,7600000,0.30898771192483465,0.36012039460215545,0,0.3672917313801316,0,0,0
0,1122,0.3323555250296566,1,1,0,1,1,0.32531230112828513,0,1,1,5600000,0.3264209071875243,0.35331537466962265,1,0.34347718142460976,1,0,1
0,1650,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
0,2100,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,8500000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
0,2511,0.5500740043082517,0,1,1,1,1,0.5875875288131627,1,1,1,21594600,0.5558949359780537,0.5770507747236738,1,0.6603164656007737,1,0,1
0,1000,0.2405756769765137,1,0,0,0,0,0.24005729097077363,0,0,0,4000000,0.24747825593810457,0.2518170592726574,0,0.22842069107434307,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
0,1600,0.2939350719481758,1,0,0,0,0,0.3177038540233048,0,0,0,8500000,0.2829481959379343,0.31645652525904294,0,0.2785449977625244,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3900000,0,0.14900481836140614,0,0,0,0,0
0,1500,0.6662264751987248,1,0,0,0,0,0.6466786942526338,0,0,0,4500000,0.6515497117862921,0.6770381958803663,0,0.6960085414899525,0,0,0
0,1500,0.21705789053339164,1,0,0,0,0,0.2298365755960024,0,0,0,3950000,0.22322979641918517,0.23395249192492543,0,0.19667881879254695,0,0,0
0,2100,0.5464036690387111,1,0,0,0,0,0.5323730765611945,0,0,0,8000000,0.5323767052369607,0.5447584967927985,0,0.5728392837255397,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
5,1550,0.2939350719481758,1,0,0,0,0,0.3177038540233048,0,0,0,6200000,0.2829481959379343,0.31645652525904294,0,0.2785449977625244,0,1,0
0,2100,0.92532916876876,1,0,0,0,0,0.9009638644580303,0,0,0,8000000,0.8542771639639999,0.9003939690249887,0,1.001354643690356,0,0,0
0,1000,0,0,0,0,0,0,0,0,0,0,2750000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0.15621909551751478,0,0,0,3900000,0,0.17266671339573184,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1300,0.2939350719481758,0,0,0,0,1,0.3177038540233048,0,0,0,6500000,0.2829481959379343,0.31645652525904294,0,0.2785449977625244,0,0,0
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,2100,1.8220819003874686,1,0,1,0,1,0.3879359226606149,0,0,0,8000000,3.017106942980788,0.3004394788983867,0,0.5858793598292535,0,0,0
0,1300,0.2939350719481758,1,0,0,0,1,0.3177038540233048,0,0,0,6500000,0.2829481959379343,0.31645652525904294,0,0.2785449977625244,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3750000,0,0,0,0,0,0,0
0,2100,0.6825897031222594,1,0,0,0,0,0.8172693937008984,0,0,0,8500000,0.7600544234790985,0.8090932231910495,0,0.6871004237800592,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5219000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
0,1650,0,1,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0.2668717837647713,0,0,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5269000,0,0,0,0,0,0,0
0,7200,0.364866328654614,0,0,0,0,0,0.32962861183555825,0,0,0,9750000,0.3495967674958058,0.41931961592230027,0,0.35115093864735264,0,2,0
0,1550,0,1,0,0,0,0,0,0,0,0,5219000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1500,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,3950000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
0,2100,0.33149071073570724,1,0,0,0,0,0.31896957631795936,0,0,0,7600000,0.3690982541018343,0.3369057926189307,0,0.31583746921300443,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3900000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0.16620083086467302,0,0,0,4250000,0,0.18453604413197966,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
1,2028,0.6747563801794483,3,1,1,1,1,0.6759781143933702,1,1,1,16000000,0.6911487781059116,0.6886838597003355,1,0.6532125904009795,1,1,1
0,1250,0,1,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
15,1148,1.190321211032276,1,0,0,0,0,1.1353140434298978,0,0,0,8500000,1.0917953393704949,1.0746785875753087,0,1.0127957011418842,0,1,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,1000,0,0,0,0,0,0,0,0,0,0,2750000,0,0,0,0,0,0,0
0,1500,0.722318816640225,1,0,0,0,0,0.6759544249247429,0,0,0,5000000,0.728412236051722,0.7159551477696197,0,0.7545290675979964,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
0,10890,0.32690208477235283,0,0,0,0,0,0.35065361173554915,0,0,0,26250000,0.3300919265402116,0.3733667243754428,0,0.40209873884296105,0,2,0
0,1650,0,1,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0.1607906431381912,0,0,0,3900000,0,0.29948961571462496,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4750000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1250,0.30392291554714623,1,0,0,0,0,0.3195185093725223,0,0,0,3750000,0.3118178413001956,0.27968833138591914,0,0.28513073239615905,0,0,0
0,1500,0.6868876589167083,1,0,0,0,0,0.7108730573770486,0,0,0,4250000,0.679777123058067,0.7064724895420994,0,0.708196671171357,0,0,0
0,1600,0.4273780301729899,0,1,0,0,0,0.38825502034573284,0,0,0,8300000,0.4324971196251317,0.33884500987990085,0,0.4783758491112976,0,0,0
2,1025,0.699373017194082,1,1,0,0,1,0.6652167562279081,1,1,1,5800000,0.7071233818807103,0.6603642184056778,1,0.6128663389656297,0,1,0
0,1500,0,1,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,2100,0.2734572658002705,1,0,1,0,1,0.2659152531881182,0,0,0,8000000,0.2734610762024339,0.27174875509866525,0,0.2503471891023992,0,0,0
0,3100,0,1,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4750000,0,0,0,0,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5269000,0,0,0,0,0,0,0
0,1500,0.28367289614381175,1,0,0,0,0,0.27663700025164945,0,0,1,5500000,0.2678347695543496,0.2740949530462701,0,0.26183961510802367,0,0,0
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,2100,0.4491289681023204,1,0,1,0,1,0.5453023645582562,0,0,0,8000000,0.478737545632169,0.5291908206556696,0,0.5777455632804486,0,0,0
0,1650,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,5390000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,1500,0,1,0,0,0,0,0.16620083086467302,0,0,0,3800000,0,0.18453604413197966,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,2500,0.37556090179190704,0,1,1,0,1,0.31863368292075167,1,0,1,16665000,0.36134643843330105,0.3873513239980392,0,0.3709838138752374,0,0,1
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3900000,0,0,0,0,0,0,0
2,875,0.699373017194082,1,1,0,0,1,0.6652167562279081,1,1,1,5040000,0.7071233818807103,0.6603642184056778,1,0.6128663389656297,0,1,0
0,2178,0.20679409118763983,0,0,0,0,0,0.2286882412264857,0,0,0,2160000,0.20969207784433508,0.22877073411457727,0,0.21600453522204366,0,2,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,2100,0.722318816640225,1,0,1,0,1,0.6759544249247429,0,0,0,8000000,0.728412236051722,0.7159551477696197,0,0.7545290675979964,0,0,0
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
6,1444,0,0,1,0,0,0,0,1,1,1,5500000,0,0,0,0,0,1,1
0,1500,0.289074006704174,1,0,0,0,0,0.2527858244836698,0,0,0,4500000,0.2822711481826336,0.2803155746092486,0,0.28318517936955817,0,0,0
8,4251,0.5833382607622579,7,0,0,0,0,0.6017030531158136,0,0,0,11500000,0.5133601104505121,0.5600085050255382,0,0.4897937587013227,0,1,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
5,2900,0.2996109584833156,0,0,0,0,0,0.3119734034801127,0,0,0,2500000,0.3177899632887862,0.3574989275705123,0,0.34059337719952465,0,1,0
0,1500,0,1,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3130000,0,0,0,0,0,0,0
0,2100,0.26836514184692745,1,0,1,0,1,0.2669432450005216,0,0,0,8000000,0.2963895386819396,0.25081875181869545,0,0.25667542252953907,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
2,1250,0,1,0,0,0,0,0,0,0,0,3200000,0,0,0,0,0,1,0
0,1250,0.30392291554714623,1,0,0,0,0,0.3195185093725223,0,0,0,4000000,0.3118178413001956,0.27968833138591914,0,0.28513073239615905,0,0,0
3,1000,0,0,0,0,0,0,0.33768450963567026,0,0,0,7500000,0,0.3385799705299898,0,0.4137073486719139,0,1,0
0,2100,0.2063855589279851,1,0,1,0,1,0.22043394427410082,0,0,0,8000000,0.23413423881166412,0.24648731813777278,0,0.19897085348019047,0,0,0
0,1500,0,1,0,0,0,0,0.16620083086467302,0,0,0,3800000,0,0.18453604413197966,0,0,0,0,0
0,5662,0.5190112186042634,0,0,0,0,0,0.6657597435633581,0,0,0,23400000,0.5556068535495983,0.5904209325795554,0,0.6347050058782172,0,2,0
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,2483,0.5500740043082517,0,1,1,1,1,0.5875875288131627,1,1,1,19900000,0.5558949359780537,0.5770507747236738,1,0.6603164656007737,1,0,1
0,3100,0,2,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,2100,0.289074006704174,1,0,1,0,1,0.2527858244836698,0,0,0,8000000,0.2822711481826336,0.2803155746092486,0,0.28318517936955817,0,0,0
0,1500,1.8220819003874686,1,0,0,0,0,0.3879359226606149,0,0,0,3950000,3.017106942980788,0.3004394788983867,0,0.5858793598292535,0,0,0
0,2100,0.3813850641589046,1,0,1,0,1,0.39333254130320655,0,0,0,8000000,0.36460296598820335,0.39175493228295605,0,0.4312086401506141,0,0,0
0,2178,0.3087070681297314,0,0,0,0,0,0.29280323169719813,0,0,0,2125000,0.27863636506109646,0.29181807875647964,0,0.32989431373918376,0,2,0
2,1450,0.43145735807776564,0,0,0,0,0,0.4277921069480061,0,0,0,6500000,0.43668336327630436,0.4583988451378273,0,0.422801533854481,0,1,0
0,1500,0,1,0,0,0,0,0,0,0,0,3900000,0,0,0,0,0,0,0
0,2100,0.6137641779088492,1,0,0,0,0,0.6456298691406334,0,0,0,8000000,0.6242365922516401,0.6483687216857055,0,0.6504553768207366,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5219000,0,0,0,0,0,0,0
3,2400,0.251647898215063,0,0,0,0,0,0.2534349219785639,0,0,0,8300000,0.23946267407092686,0.2584806661709266,0,0.23945010948877996,0,1,0
0,1550,0,1,0,0,0,0,0,0,0,0,5269000,0,0,0,0,0,0,0
0,1550,0,1,0,0,0,0,0,0,0,0,5269000,0,0,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,4750000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,12800,0.2996109584833156,0,0,0,0,0,0.3119734034801127,0,0,0,16000000,0.3177899632887862,0.3574989275705123,0,0.34059337719952465,0,2,0
0,2628,0.7706472596091474,0,1,0,0,0,0.677774024063833,0,0,0,11100000,0.7459435506021175,0.6652484053563221,0,0.7069736472225073,0,2,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,4300,0.2996109584833156,0,0,0,0,0,0.3119734034801127,0,0,0,4500000,0.3177899632887862,0.3574989275705123,0,0.34059337719952465,0,2,0
1,1501,0.3516310002541745,1,0,0,0,0,0.36116265792785635,0,0,0,6500000,0.37638564181158796,0.38255001355665175,0,0.4335716966279716,0,1,0
0,2100,0.5464036690387111,1,0,1,0,1,0.5323730765611945,0,0,0,8000000,0.5323767052369607,0.5447584967927985,0,0.5728392837255397,0,0,0
0,2100,0.33149071073570724,1,0,1,0,1,0.31896957631795936,0,0,0,8000000,0.3690982541018343,0.3369057926189307,0,0.31583746921300443,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,3550000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3900000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,2100,0.22977026750185284,1,0,0,0,0,0.26886218976580123,0,0,0,3950000,0.22935830866565682,0.24169111406968125,0,0.31824646735509526,0,0,0
0,2100,0.92532916876876,1,0,1,0,1,0.9009638644580303,0,0,0,8000000,0.8542771639639999,0.9003939690249887,0,1.001354643690356,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,1,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
5,1250,0.29880844035188786,0,0,0,0,0,0.34064383748385196,0,0,0,5500000,0.2761279025494495,0.32577340034592445,0,0.31506293608007063,0,1,0
0,1650,0.251647898215063,0,0,0,0,0,0.2534349219785639,0,0,0,5000000,0.23946267407092686,0.2584806661709266,0,0.23945010948877996,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
0,2100,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,8000000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
0,1650,0,1,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0.16620083086467302,0,0,0,3800000,0,0.18453604413197966,0,0,0,0,0
0,2100,0.722318816640225,1,0,1,0,1,0.6759544249247429,0,0,0,8000000,0.728412236051722,0.7159551477696197,0,0.7545290675979964,0,0,0
1,2257,0.44911407813915594,0,0,0,0,0,0.4652400945460411,0,0,0,9881000,0.4713575566187188,0.46118728018601735,0,0.4631031065007712,0,1,0
0,2100,0.5464036690387111,1,0,1,0,1,0.5323730765611945,0,0,0,8000000,0.5323767052369607,0.5447584967927985,0,0.5728392837255397,0,0,0
0,1300,0.2939350719481758,1,0,0,0,0,0.3177038540233048,0,0,0,5200000,0.2829481959379343,0.31645652525904294,0,0.2785449977625244,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,2483,0.5500740043082517,0,1,1,1,1,0.5875875288131627,1,1,1,19999999,0.5558949359780537,0.5770507747236738,1,0.6603164656007737,1,0,1
0,1550,0,1,0,0,0,0,0,0,0,0,5219000,0,0,0,0,0,0,0
0,4356,0.7563655670396889,0,0,0,0,0,0.7681189124067137,0,0,0,1700000,0.7762000732477056,0.7509888508572748,0,0.6837599786667131,0,2,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1255,0.35048363636135743,5,0,0,1,0,0.36808412526006956,0,1,1,6900000,0.36641976484228517,0.3476073628096251,1,0.39658970299442103,0,0,0
0,1500,0.1953865835139775,1,0,0,0,0,0.33126045735630133,0,0,0,3950000,0.19510530503764087,0.25139025144714217,0,0.2105776946506348,0,0,0
0,1500,0,0,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0
0,1500,0.3401266228668201,1,0,0,0,0,0.5564459135698088,0,0,0,4250000,0.5961465620725113,0.23923282782932456,0,0.38977896864144623,0,0,0
0,2365,0.5314448786294355,0,1,1,1,1,0.47312981336705223,1,1,1,16318500,0.5373916817988197,0.5038037268745261,1,0.48169042099256454,1,0,1
0,1500,0,1,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
0,1500,0.289074006704174,1,0,0,0,0,0.2527858244836698,0,0,0,3950000,0.2822711481826336,0.2803155746092486,0,0.28318517936955817,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,3300000,0,0,0,0,0,0,0
0,1500,0.8782551743169534,1,0,0,0,0,0.23284148114223718,0,0,0,3950000,0.5151961519359208,0.3163184023281781,0,0.4973647713029686,0,0,0
0,6400,0.24327784738062397,0,0,0,0,0,0.27282511191563913,0,0,0,13800000,0.2639035387377731,0.2582266472357121,0,0.26046086349230957,0,2,0
0,1650,0,1,0,0,0,0,0,0,0,0,5390000,0,0,0,0,0,0,0
0,1742,0.33121544801251684,0,0,0,0,0,0.37868547396723345,0,0,0,1360000,0.30898771192483465,0.36012039460215545,0,0.3672917313801316,0,2,0
0,2100,0.33149071073570724,1,0,1,0,1,0.31896957631795936,0,0,0,8000000,0.3690982541018343,0.3369057926189307,0,0.31583746921300443,0,0,0
0,2847,0.35048363636135743,0,0,0,0,0,0.36808412526006956,0,0,1,8125000,0.36641976484228517,0.3476073628096251,0,0.39658970299442103,0,2,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,4050000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
0,1250,0.722318816640225,1,0,0,0,0,0.6759544249247429,0,0,0,3950000,0.728412236051722,0.7159551477696197,0,0.7545290675979964,0,0,0
0,2100,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,8000000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
5,1000,0.4286405440269366,0,0,0,0,0,0.4696421095957676,0,0,1,2200000,0.4062072059961728,0.4336752627840845,0,0.48531380792228007,0,1,0
0,1500,0.2523898736021136,1,0,0,0,0,0.24554359079892435,0,0,0,4500000,0.2863051246376919,0.26069813673734177,0,0.2204652346147583,0,0,0
0,2100,0.92532916876876,1,0,0,0,0,0.9009638644580303,0,0,0,8500000,0.8542771639639999,0.9003939690249887,0,1.001354643690356,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,2500,0,1,0,0,0,0,0.16620083086467302,0,0,0,7344000,0,0.18453604413197966,0,0,0,0,0
0,2100,0.2063855589279851,1,0,1,0,1,0.22043394427410082,0,0,0,8000000,0.23413423881166412,0.24648731813777278,0,0.19897085348019047,0,0,0
0,2847,0.7706472596091474,0,1,0,0,0,0.677774024063833,0,0,1,11050000,0.7459435506021175,0.6652484053563221,0,0.7069736472225073,0,2,0
0,1250,0.30392291554714623,1,0,0,0,0,0.3195185093725223,0,0,0,4000000,0.3118178413001956,0.27968833138591914,0,0.28513073239615905,0,0,0
0,1898,0.40835603681748006,2,1,1,1,1,0.37458257838159636,1,1,1,9000000,0.39316086066524053,0.38428382863895344,1,0.3463096980798652,0,0,1
0,1610,0.40482328964463965,0,1,1,0,1,0.382264449661814,0,0,1,7200000,0.3472033228883883,0.36131716347159293,0,0.2854669370898348,0,0,0
0,1650,0,1,0,0,0,0,0,0,0,0,5390000,0,0,0,0,0,0,0
0,1500,0,1,0,0,0,0,0,0,0,0,3550000,0,0,0,0,0,0,0
0,1250,0,1,0,0,0,0,0.16620083086467302,0,0,0,4050000,0,0.18453604413197966,0,0,0,0,0
